"LOCATION","Country","INDICATOR","Indicator","SEX","Sex","AGE","Age","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FRA","France","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,3.316164,,
"FRA","France","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,0.9557049,,
"DEU","Germany","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,5.028768,,
"DEU","Germany","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,2.239954,,
"GRC","Greece","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,2.053931,,
"GRC","Greece","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,0.2788348,,
"HUN","Hungary","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,1.768489,,
"HUN","Hungary","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,0.6051486,,
"IRL","Ireland","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,5.575941,,
"IRL","Ireland","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,1.108283,,
"ITA","Italy","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,1.651225,,
"ITA","Italy","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,0.60991,,
"JPN","Japan","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,1.821144,,
"JPN","Japan","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,0.3711635,,
"LUX","Luxembourg","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,1.701435,,
"LUX","Luxembourg","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,3.317883,,
"MEX","Mexico","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,11.7812,,
"MEX","Mexico","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,7.369095,,
"NLD","Netherlands","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,1.505427,,
"NLD","Netherlands","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,0.6276875,,
"NZL","New Zealand","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,8.042293,,
"NZL","New Zealand","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,5.555516,,
"POL","Poland","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,2.207091,,
"POL","Poland","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,0.6904754,,
"PRT","Portugal","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,0.5990888,,
"PRT","Portugal","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,0.6233453,,
"SVK","Slovak Republic","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,1.368103,,
"SVK","Slovak Republic","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,2.081313,,
"ESP","Spain","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,7.558795,,
"ESP","Spain","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,4.721746,,
"SWE","Sweden","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,2.794356,,
"SWE","Sweden","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,1.269899,,
"TUR","Turkey","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,4.264853,,
"TUR","Turkey","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,3.183181,,
"GBR","United Kingdom","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,4.061741,,
"GBR","United Kingdom","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,2.898721,,
"USA","United States","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,3.742091,,
"USA","United States","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,1.336637,,
"BRA","Brazil","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,4.739212,,
"BRA","Brazil","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,2.324682,,
"CHL","Chile","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,4.323628,,
"CHL","Chile","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,1.874658,,
"CHN","China (People's Republic of)","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,7.77836,,
"CHN","China (People's Republic of)","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,6.138442,,
"EST","Estonia","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,2.267683,,
"EST","Estonia","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,0.8268151,,
"IND","India","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,12.04895,,
"IND","India","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,5.785513,,
"IDN","Indonesia","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,11.91411,,
"IDN","Indonesia","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,11.50255,,
"ISR","Israel","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,8.012501,,
"ISR","Israel","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,3.905059,,
"RUS","Russia","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,2.168916,,
"RUS","Russia","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,0.6354026,,
"SVN","Slovenia","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,5.948915,,
"SVN","Slovenia","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,1.416595,,
"ZAF","South Africa","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,9.24731,,
"ZAF","South Africa","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,5.944943,,
"KOR","Korea","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,7.584331,,
"NOR","Norway","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,1.228305,,
"CHE","Switzerland","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,1.633843,,
"KOR","Korea","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,1.78598,,
"CHE","Switzerland","ENT9","Share of the population who report borrowing money to start a business","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,0.5602556,,
"NOR","Norway","ENT9","Share of the population who report borrowing money to start a business","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,3.85306,,
