"LOCATION","Country","INDICATOR","Indicator","SEX","Sex","AGE","Age","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,26.15387,,
"DNK","Denmark","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,24.93369,,
"FIN","Finland","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,52.08469,,
"FIN","Finland","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,40.49552,,
"FIN","Finland","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,40.3938,,
"FIN","Finland","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,27.22739,,
"FRA","France","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,35.9477,,
"FRA","France","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,36.73044,,
"FRA","France","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,28.52056,,
"FRA","France","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,27.3696,,
"DEU","Germany","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,36.08885,,
"DEU","Germany","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,35.63078,,
"DEU","Germany","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,24.93471,,
"DEU","Germany","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,23.91971,,
"GRC","Greece","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,33.74454,,
"GRC","Greece","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,33.76798,,
"GRC","Greece","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,25.60063,,
"GRC","Greece","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,28.43953,,
"HUN","Hungary","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,26.1343,,
"HUN","Hungary","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,27.73553,,
"HUN","Hungary","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,13.99807,,
"HUN","Hungary","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,18.43678,,
"ISL","Iceland","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,61.75943,,
"ISL","Iceland","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,37.86272,,
"ISL","Iceland","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,46.89344,,
"ISL","Iceland","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,28.42951,,
"IRL","Ireland","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,37.00127,,
"IRL","Ireland","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,36.02612,,
"IRL","Ireland","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,27.02019,,
"IRL","Ireland","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,31.59563,,
"ITA","Italy","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,34.35934,,
"ITA","Italy","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,33.79068,,
"ITA","Italy","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,24.88955,,
"ITA","Italy","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,24.24896,,
"JPN","Japan","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,14.75809,,
"JPN","Japan","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,25.48198,,
"JPN","Japan","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,10.18057,,
"JPN","Japan","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,13.59854,,
"KOR","Korea","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,27.78997,,
"KOR","Korea","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,33.68435,,
"KOR","Korea","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,19.43457,,
"KOR","Korea","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,31.25522,,
"LUX","Luxembourg","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,39.78026,,
"LUX","Luxembourg","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,33.41716,,
"NLD","Netherlands","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,20.51447,,
"NLD","Netherlands","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,49.48128,,
"NLD","Netherlands","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,11.2354,,
"NLD","Netherlands","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,33.56478,,
"NOR","Norway","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,60.9081,,
"NOR","Norway","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,54.96747,,
"NOR","Norway","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,40.96087,,
"NOR","Norway","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,41.4961,,
"POL","Poland","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,45.11261,,
"POL","Poland","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,57.79122,,
"POL","Poland","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,33.6896,,
"POL","Poland","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,42.49498,,
"PRT","Portugal","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,22.85012,,
"PRT","Portugal","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,37.06769,,
"PRT","Portugal","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,15.79359,,
"PRT","Portugal","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,28.67122,,
"SVK","Slovak Republic","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,34.67974,,
"SVK","Slovak Republic","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,40.20492,,
"SVK","Slovak Republic","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,15.41671,,
"SVK","Slovak Republic","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,29.10956,,
"ESP","Spain","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,29.79036,,
"ESP","Spain","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,25.50496,,
"ESP","Spain","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,17.57334,,
"ESP","Spain","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,17.24846,,
"SWE","Sweden","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,57.57238,,
"SWE","Sweden","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,56.08299,,
"SWE","Sweden","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,46.52172,,
"SWE","Sweden","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,43.52576,,
"CHE","Switzerland","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,42.42777,,
"CHE","Switzerland","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,38.16659,,
"CHE","Switzerland","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,31.78079,,
"CHE","Switzerland","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,34.80059,,
"TUR","Turkey","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,55.51438,,
"TUR","Turkey","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,42.88919,,
"TUR","Turkey","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,31.12729,,
"TUR","Turkey","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,33.3287,,
"GBR","United Kingdom","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,39.76026,,
"GBR","United Kingdom","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,28.24055,,
"GBR","United Kingdom","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,25.22736,,
"GBR","United Kingdom","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,24.14632,,
"USA","United States","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,43.10014,,
"USA","United States","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,48.78932,,
"USA","United States","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,30.68957,,
"USA","United States","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,39.59911,,
"BRA","Brazil","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,58.84807,,
"BRA","Brazil","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,62.9158,,
"CHN","China (People's Republic of)","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,56.31251,,
"CHN","China (People's Republic of)","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,51.98663,,
"CHN","China (People's Republic of)","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,42.459,,
"CHN","China (People's Republic of)","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,51.24956,,
"EST","Estonia","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,37.24014,,
"EST","Estonia","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,39.09027,,
"EST","Estonia","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,23.13233,,
"EST","Estonia","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,26.61643,,
"IND","India","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,49.71142,,
"IND","India","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,41.00197,,
"ISR","Israel","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,44.41593,,
"ISR","Israel","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,39.05439,,
"RUS","Russia","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,41.10384,,
"RUS","Russia","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,27.80623,,
"SVN","Slovenia","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,38.04989,,
"SVN","Slovenia","ENT6","Feasibility of self-employment","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,43.35411,,
"SVN","Slovenia","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,27.49951,,
"SVN","Slovenia","ENT6","Feasibility of self-employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,23.97953,,
